uai;uo_lib;sigle;type_d_etablissement;secteur_d_etablissement;url;coordonnees;element_wikidata;rattachement;rattachement_identifiants;dernier_decret_legifrance;localisation;com_code;com_nom;uucr_id;uucr_nom;dep_id;dep_nom;aca_id;aca_nom;reg_id;reg_nom;mention_distribution;adresse_uai;lieu_dit_uai;boite_postale_uai;code_postal_uai;localite_acheminement_uai;pays_etranger_acheminement;numero_telephone_uai;siret;identifiant_eter;identifiant_freebase;statut_juridique_court;statut_juridique_long;qualification_court;qualification_long;compte_facebook;compte_twitter;compte_flickr;flux_rss;compte_linkedin;compte_pinterest;compte_france_culture;compte_scribd;compte_scoopit;compte_tumblr;compte_viadeo;compte_dailymotion;compte_vimeo;compte_youtube;compte_googleplus;autres;mooc;statut_operateur_lolf;libelle_mission_chef_de_file;identifiant_programme_lolf_chef_de_file;libelle_programme_lolf_chef_de_file;identifiants_autres_programmes_lolf;libelles_autres_programmes_lolf;association;association_identifiants
0755026F;Institut national d'histoire de l'art;INHA;Grand établissement;Public;http://www.inha.fr/;48.8665, 2.33884;http://www.wikidata.org/entity/Q3152376;;;;Île-de-France>Paris>Paris>Paris 2e;75102;Paris 2e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;;2 RUE VIVIENNE;;;75002;PARIS;;0147038604;;;http://www.freebase.com/m/0cp4c37;EPCSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://fr-fr.facebook.com/Institutnationaldhistoiredelart;;https://www.flickr.com/photos/73632227@N02/;http://www.inha.fr/_plugins/web/inha/fr/filter/INHA-news/rss.xml;;;;;;;;;;;;http://www.canal-u.tv/producteurs/institut_national_de_l_histoire_de_l_art;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0753494R;Muséum national d'histoire naturelle;MNHN;Grand établissement;Public;http://www.mnhn.fr/fr;48.8438, 2.3552;http://www.wikidata.org/entity/Q838691;;;;Île-de-France>Paris>Paris>Paris 5e;75105;Paris 5e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;;57 RUE CUVIER;;;75005;PARIS;;0140793000;18004417400019;FR0200;http://www.freebase.com/m/02lmbb;EPCSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://fr-fr.facebook.com/museumnationaldhistoirenaturelle;https://twitter.com/Le_Museum;;;;;;;;;;http://www.dailymotion.com/MNHN;https://vimeo.com/channels/mnhn;;;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0922706S;École nationale supérieure maritime;ENSM;Grand établissement relevant d'un autre département ministériel;Public;http://www.supmaritime.fr/;48.8898, 2.2366;http://www.wikidata.org/entity/Q3578264;;;;Île-de-France>Versailles>Hauts-de-Seine>Nanterre;92050;Nanterre;UU00851;Paris;D092;Hauts-de-Seine;A25;Versailles;R11;Île-de-France;TOUR VOLTAIRE;1 PLACE DES DEGRES;;;92055;PARIS LA DEFENSE CEDEX;;0140818788;13001309700063;FR0260;;EPCSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/EcoleNationaleSuperieureMaritime;https://twitter.com/ENSM;;;;;;;;;;;;;;;;Opérateurs LOLF Hors MIRES 2014;Écologie, développement et aménagement durables;205;Sécurité et affaires maritimes, pêche et aquaculture;;;;
0312760G;Institut supérieur de l'aéronautique et de l'espace;ISAE;Grand établissement relevant d'un autre département ministériel;Public;http://www.isae.fr/;43.5656, 1.47408;http://www.wikidata.org/entity/Q155446;;;;Midi-Pyrénées>Haute-Garonne>Toulouse;31555;Toulouse;UU31701;Toulouse;D031;Haute-Garonne;A16;Toulouse;R73;Midi-Pyrénées;;10 AVENUE EDOUARD BELIN;;54032;31055;TOULOUSE CEDEX;;0562178080;13000427800011;FR0041;http://www.freebase.com/m/0cq_b3;EPCSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/ISAEofficiel;https://twitter.com/ISAE_officiel;;http://www.isae.fr/fr/flux-rss.xml;;;;;;;;;;https://www.youtube.com/user/ISAEcom;;;;Opérateurs LOLF Hors MIRES 2014;Défense;144;Environnement et prospective de la politique de défense;;;;
0380134P;Institut d'études politiques de Grenoble;IEP de Grenoble;Institut d'étude politique;Public;http://www.sciencespo-grenoble.fr/;45.1912, 5.76935;http://www.wikidata.org/entity/Q3151959;Université Pierre Mendès France;0381839T;;Rhône-Alpes>Grenoble>Isère>Saint-Martin-d'Hères;38421;Saint-Martin-d'Hères;UU38701;Grenoble;D038;Isère;A08;Grenoble;R82;Rhône-Alpes;;1030 AVENUE CENTRALE;DOMAINE UNIVERSITAIRE;48;38040;GRENOBLE CEDEX;;0476826000;;;http://www.freebase.com/m/0605sh;EPA;Établissement public à caractère administratif;;;https://www.facebook.com/pages/Sciences-Po-Grenoble/550190551692094?fref=ts;https://twitter.com/SciencesPo38;;;;;;;;;;;;;;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0595876S;Institut d'études politiques de Lille;IEP de Lille;Institut d'étude politique;Public;http://iep.univ-lille2.fr/;50.6225, 3.07727;http://www.wikidata.org/entity/Q3151958;Université Lille 2 - Droit et Santé;0593560Z;;Nord-Pas-de-Calais>Nord>Lille;59350;Lille;UU59702;Lille;D059;Nord;A09;Lille;R31;Nord-Pas-de-Calais;;84 RUE DE TREVISE;;;59000;LILLE;;0320904840;;;http://www.freebase.com/m/0603mv;EPA;Établissement public à caractère administratif;;;https://fr-fr.facebook.com/sciencespolille;https://twitter.com/ScPoLille;;;;;;;;;;;;;;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0930603A;Institut supérieur de mécanique de Paris;Supméca;Instituts et écoles extérieurs aux universités;Public;http://www.supmeca.fr/;48.9198, 2.33287;http://www.wikidata.org/entity/Q1267711;;;http://www.legifrance.gouv.fr/affichTexte.do?dateTexte=&categorieLien=id&cidTexte=JORFTEXT000000429626&fastPos=1&fastReqId=1463704545&oldAction=rechExpTexteJorf;Île-de-France>Créteil>Seine-Saint-Denis>Saint-Ouen;93070;Saint-Ouen;UU00851;Paris;D093;Seine-Saint-Denis;A24;Créteil;R11;Île-de-France;;3 RUE FERNAND HAINAUT;;;93407;ST OUEN CEDEX;;0149452971;19930603600013;FR0261;http://www.freebase.com/m/04cxm3r;EPCSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/pages/Supm%C3%A9ca-Institut-Sup%C3%A9rieur-de-M%C3%A9canique-de-Paris/276132662428779;https://twitter.com/supmeca;;http://www.supmeca.fr/flux/actu.php;;;;;;;;http://www.dailymotion.com/user/webmestre_supmeca/1;;;;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0900424X;Université de technologie de Belfort-Montbéliard;UTBM;Instituts et écoles extérieurs aux universités;Public;http://www.utbm.fr/;47.5871, 6.86586;http://www.wikidata.org/entity/Q2399264;;;http://www.legifrance.gouv.fr/affichTexte.do?dateTexte=&categorieLien=id&cidTexte=JORFTEXT000000209137&fastPos=3&fastReqId=32302630&oldAction=rechExpTexteJorf;Franche-Comté>Territoire de Belfort>Sevenans;90094;Sevenans;CR90094;Sevenans;D090;Territoire de Belfort;A03;Besançon;R43;Franche-Comté;;RUE DU CHATEAU;;;90400;SEVENANS;;0384583000;19900356700013;FR0243;http://www.freebase.com/m/02qrb5c;EPCSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/MyUTBM;https://twitter.com/utbm_fr;;http://www.utbm.fr/rss.xml;;;;;;;http://fr.viadeo.com/fr/trombinoscope/choixecole/?name=UTBM&town=Belfort+Montbeliard&countrySchool=fr;;;;;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0134009M;Aix-Marseille université;;Université;Public;http://www.univ-amu.fr/;43.2936, 5.35871;http://www.wikidata.org/entity/Q2302586;;;;Provence-Alpes-Côte d'Azur>Aix-Marseille>Bouches-du-Rhône>Marseille 7e;13207;Marseille 7e;UU00759;Marseille - Aix-en-Provence;D013;Bouches-du-Rhône;A02;Aix-Marseille;R93;Provence-Alpes-Côte d'Azur;MARSEILLE 7;58 BOULEVARD CHARLES LIVON;;;13284;MARSEILLE CEDEX 07;;;13001533200013;FR0007;http://www.freebase.com/m/0cs3bv;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/pages/Universit%C3%A9-de-Provence/5184636?rf=112212554767;;;;;;http://plus.franceculture.fr/partenaires/aix-marseille-universite;;;;;;;;;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0331766R;Université Bordeaux-Montaigne;UBM;Université;Public;http://www.u-bordeaux-montaigne.fr/;44.8015, -0.615058;http://www.wikidata.org/entity/Q13342;;;;Aquitaine>Gironde>Pessac;33318;Pessac;UU33701;Bordeaux;D033;Gironde;A04;Bordeaux;R72;Aquitaine;;DOMAINE UNIVERSITAIRE;;;33607;PESSAC CEDEX;;0557124444;19331766600017;FR0046;http://www.freebase.com/m/03c3_lq;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/UBordeauxMontaigne;https://twitter.com/UBMontaigne;;http://www.u-bordeaux3.fr/_plugins/web/www/fr/filter/org.ametys.web.new.www.RSS/rss.xml;;;http://plus.franceculture.fr/partenaires/bordeaux-3-michel-de-montaigne;;;;;;;;;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0631262E;Université d'Auvergne;;Université;Public;http://www.u-clermont1.fr/;45.7702, 3.08765;http://www.wikidata.org/entity/Q1381437;;;;Auvergne>Puy-de-Dôme>Clermont-Ferrand;63113;Clermont-Ferrand;UU63701;Clermont-Ferrand;D063;Puy-de-Dôme;A06;Clermont-Ferrand;R83;Auvergne;;49 BOULEVARD FRANCOIS MITTERRAND;;32;63001;CLERMONT FERRAND CEDEX 1;;0473177979;19631262300016;FR0135;http://www.freebase.com/m/03c3_rj;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/universite.dauvergne;https://twitter.com/Univ_Auvergne;;http://www.u-clermont1.fr/feed;;;;;;;;http://www.dailymotion.com/UdAClermont1#video=xfi2kb;http://vimeo.com/udaclermont1;http://www.youtube.com/user/UdAClermont1;;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0290346U;Université de Bretagne Occidentale;UBO;Université;Public;http://www.univ-brest.fr/;48.3983, -4.50774;http://www.wikidata.org/entity/Q1857334;;;;Bretagne>Finistère>Brest;29019;Brest;UU29701;Brest;D029;Finistère;A14;Rennes;R53;Bretagne;;3 RUE DES ARCHIVES;;93837;29238;BREST CEDEX 3;;0298016000;19290346600014;FR0026;http://www.freebase.com/m/03cp6mq;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/UBO.UnivBrest;https://twitter.com/UBO_UnivBrest;;;;http://www.pinterest.com/ubobretagne/;;;;http://ubo-univ.tumblr.com/;;;;https://www.youtube.com/user/UnivBrest;;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0951793H;Université de Cergy-Pontoise;;Université;Public;http://www.u-cergy.fr/;49.0342, 2.06771;http://www.wikidata.org/entity/Q2496006;;;;Île-de-France>Versailles>Val-d'Oise>Cergy;95127;Cergy;UU00851;Paris;D095;Val-d'Oise;A25;Versailles;R11;Île-de-France;;33 BOULEVARD DU PORT;;220;95011;CERGY PONTOISE CEDEX;;0134256000;19951793900013;FR0275;http://www.freebase.com/m/03cm9kn;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/UniversiteCergyPontoise?ref=tn_tnmn;https://twitter.com/UniversiteCergy;;http://www.u-cergy.fr/_plugins/web/www/fr/filter/org.ametys.web.new.RSS.accueil/rss.xml;;http://www.pinterest.com/universitecergy/;;;;;;;;;https://plus.google.com/+universitecergy/posts;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0251215K;Université de Franche-Comté;UFC;Université;Public;http://www.univ-fcomte.fr/;47.2408, 6.02265;http://www.wikidata.org/entity/Q829449;;;;Franche-Comté>Doubs>Besançon;25056;Besançon;UU25602;Besançon;D025;Doubs;A03;Besançon;R43;Franche-Comté;;1 RUE GOUDIMEL;;;25030;BESANCON CEDEX;;0381666666;19251215000363;FR0022;http://www.freebase.com/m/02x5bnj;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/UniversiteFrancheComte;;;;;;;;;;;;;;https://plus.google.com/117389242538948837/posts#117389242538948837/posts;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
9740478B;Université de La Réunion;;Université;Public;http://www.univ-reunion.fr/;-20.9019, 55.4843;http://www.wikidata.org/entity/Q834819;;;;La Réunion>Saint-Denis;97411;Saint-Denis;UU9D603;Saint-Denis;D974;La Réunion;A28;La Réunion;R04;La Réunion;;15 AV RENE CASSIN;;7151;97715;ST DENIS MESSAG CEDEX 9;;0262938080;19974478000016;FR0283;http://www.freebase.com/m/03cp6sj;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/pages/Universit%C3%A9-de-La-R%C3%A9union-OFFICIEL/1971768169943;https://twitter.com/Univ_Reunion;;http://www.univ-reunion.fr/?type=1;;;;;;;;;;;;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0171463Y;Université de La Rochelle;;Université;Public;http://www.univ-larochelle.fr/;46.1482, -1.15506;http://www.wikidata.org/entity/Q1500822;;;;Poitou-Charentes>Charente-Maritime>La Rochelle;17300;La Rochelle;UU17601;La Rochelle;D017;Charente-Maritime;A13;Poitiers;R54;Poitou-Charentes;;23 AVENUE ALBERT EINSTEIN;;;17071;LA ROCHELLE CEDEX 9;;0546459114;19170032700015;FR0014;http://www.freebase.com/m/03ckrrm;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/Universite.de.La.Rochelle;https://twitter.com/UnivLaRochelle;;http://www.univ-larochelle.fr/spip.php?page=agenda-rss;;;;;;;;;;;https://plus.google.com/116774829465696597/posts;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0640251A;Université de Pau et des Pays de l'Adour;;Université;Public;http://www.univ-pau.fr/;43.3113, -0.363823;http://www.wikidata.org/entity/Q572968;;;;Aquitaine>Pyrénées-Atlantiques>Pau;64445;Pau;UU64601;Pau;D064;Pyrénées-Atlantiques;A04;Bordeaux;R72;Aquitaine;;AVENUE DE L UNIVERSITE;;576;64012;PAU UNIVERSITE CEDEX;;0559407000;19640251500270;FR0140;http://www.freebase.com/m/025ww6k;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/pages/Universit%C3%A9-de-Pau-et-des-Pays-de-lAdour-UPPA/154751851238234?v=wall;https://twitter.com/universite_uppa;;http://www.univ-pau.fr/live/Flux-RSS;;;;;;;;;;;;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0830766G;Université du Sud Toulon - Var;USTV;Université;Public;http://www.univ-tln.fr/;43.1369, 6.01684;http://www.wikidata.org/entity/Q1816857;;;;Provence-Alpes-Côte d'Azur>Nice>Var>La Garde;83062;La Garde;UU00757;Toulon;D083;Var;A23;Nice;R93;Provence-Alpes-Côte d'Azur;;AVENUE DE L'UNIVERSITE;;20132;83957;LA GARDE CEDEX;;0494142000;19830766200017;FR0234;http://www.freebase.com/m/03cpdxf;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/pages/Universit%C3%A9-de-Toulon/155673624745?v=wall;https://twitter.com/univtoulon;http://www.flickr.com/photos/univ-sud-toulon-var/;http://www.univ-tln.fr/backend.php3;;;http://plus.franceculture.fr/partenaires/toulon;;;;;;;http://www.youtube.com/user/univtoulon/feed;;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0370800U;Université François-Rabelais;;Université;Public;http://www.univ-tours.fr/;47.3837, 0.672511;http://www.wikidata.org/entity/Q494335;;;;Centre>Indre-et-Loire>Tours;37261;Tours;UU37701;Tours;D037;Indre-et-Loire;A18;Orléans-Tours;R24;Centre;;60 RUE RUE DU PLAT D'ETAIN;;12050;37000;TOURS;;0247366600;19370800500478;FR0070;http://www.freebase.com/m/02rjrxp;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/univ.tours?ref=mf;https://twitter.com/UnivTours;;;;;;;;;;;;;;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0692437Z;Université Jean Moulin - Lyon 3;;Université;Public;http://www.univ-lyon3.fr/;45.7518, 4.83716;http://www.wikidata.org/entity/Q4027;;;;Rhône-Alpes>Lyon>Rhône>Lyon 7e;69387;Lyon 7e;UU00758;Lyon;D069;Rhône;A10;Lyon;R82;Rhône-Alpes;;1 RUE DE L'UNIVERSITE;;0638;69239;LYON CEDEX 02;;0478787878;19692437700019;FR0161;http://www.freebase.com/m/03c6bzz;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/pages/UNIVERSIT%C3%89-JEAN-MOULIN-LYON-3/2293828314895;https://twitter.com/UJML;;http://www.univ-lyon3.fr/fr/menus/outils/flux-rss/;;;;;;;;;;;;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0751721N;Université Paris Descartes;;Université;Public;http://www.univ-paris5.fr/;48.8512, 2.34077;http://www.wikidata.org/entity/Q1155944;;;;Île-de-France>Paris>Paris>Paris 6e;75106;Paris 6e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;;12 RUE DE L'ECOLE DE MEDECINE;;;75270;PARIS CEDEX 06;;0140461616;19751721200019;FR0178;http://www.freebase.com/m/08s1tq;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/UniversiteParisDescartes?fref=ts;https://twitter.com/UParisDescartes;;http://www.parisdescartes.fr/rss/feed/news_descartes;https://www.linkedin.com/uas/connect/user-signin?session_redirect=http%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fcws%2Flogin-popup;;;;;;http://fr.viadeo.com/fr/company/universite-paris-descartes;;;;;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0381839T;Université Pierre Mendès France;;Université;Public;http://www.upmf-grenoble.fr/;45.1897, 5.76988;http://www.wikidata.org/entity/Q2000147;;;;Rhône-Alpes>Grenoble>Isère>Grenoble;38185;Grenoble;UU38701;Grenoble;D038;Isère;A08;Grenoble;R82;Rhône-Alpes;;151 RUE DES UNIVERSITES;DOMAINE UNIVERSITAIRE;47;38040;GRENOBLE CEDEX 9;;0476825400;19381839000018;FR0074;http://www.freebase.com/m/03c3rmb?any=%2Fcommon%2Ftopic;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;;;;;;;;;;;;;;;;;;;;Opérateurs MIRES 2014;Recherche et enseignement supérieur;150;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);;;;
0783617H;Université Paris-Seine;;Communauté d'universités et établissements;Public;http://www.universiteparisseine.fr/;48.9004, 2.06979;http://www.wikidata.org/entity/Q3247880;;;http://legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000030227313&dateTexte=&categorieLien=id;Île-de-France>Versailles>Yvelines>Saint-Germain-en-Laye;78551;Saint-Germain-en-Laye;UU00851;Paris;D078;Yvelines;A25;Versailles;R11;Île-de-France;;5 RUE PASTEUR;;;78100;ST GERMAIN EN LAYE;;0139242047;;;http://www.freebase.com/m/0jt2qky;EPCSCP;Établissement public à caractère scientifique, culturel et professionnel;;;;;;;;;;;;;;;;;;;;Non_Opérateur_LOLF_2014;;150;;;;;
0755698L;Université Paris Lumières;;Communauté d'universités et établissements;Public;http://www.u-plum.fr/;48.8596, 2.35737;http://www.wikidata.org/entity/Q3551474;;;http://legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000030001844&dateTexte=&categorieLien=id;Île-de-France>Paris>Paris>Paris 4e;75104;Paris 4e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;;57 RUE DES FRANCS-BOURGEOIS;;;75004;PARIS;;;;;;EPCSCP;Établissement public à caractère scientifique, culturel et professionnel;;;;;;;;;;;;;;;;;;;;Non_Opérateur_LOLF_2014;;150;;;;;
0755598C;Université Sorbonne Paris Cité;;Communauté d'universités et établissements;Public;http://www.sorbonne-paris-cite.fr/;48.8362, 2.37173;http://www.wikidata.org/entity/Q3491149;;;http://legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000030002051&dateTexte=&categorieLien=id;Île-de-France>Paris>Paris>Paris 13e;75113;Paris 13e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;;190 AVENUE DE FRANCE;;;75013;PARIS;;0149548342;;;;EPCSCP;Établissement public à caractère scientifique, culturel et professionnel;;;https://www.facebook.com/pages/Universit%C3%A9-Sorbonne-Paris-Cit%C3%A9/132054760173794;https://twitter.com/USPC_news;;http://www.sorbonne-paris-cite.fr/index.php/fr/component/rd_rss/?id=1;;;http://plus.franceculture.fr/partenaires/pres-sorbonne-paris-cite;;;;;;;https://www.youtube.com/user/sorbonnepariscite;;;;Non_Opérateur_LOLF_2014;;150;;;;;
0755700N;Université de recherche Paris sciences et lettres - PSL Research University;PSL;Communauté d'universités et établissements;Public;http://www.univ-psl.fr/;48.8422, 2.34303;http://www.wikidata.org/entity/Q1163431;;;http://legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000030467726&dateTexte=&categorieLien=id;Île-de-France>Paris>Paris>Paris 5e;75105;Paris 5e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;VILLA PASTEUR;62 BIS RUE GAY LUSSAC;;;75005;PARIS;;0180485918;;;;EPCSCP;Établissement public à caractère scientifique, culturel et professionnel;;;;https://twitter.com/SciencesLettres;;;;;;;;;;;;;;;;Non_Opérateur_LOLF_2014;;150;;;;;
;Université Clermont Auvergne;;Association d'établissements;Public;http://www.clermont-universite.fr/;45.7703, 3.08803;http://www.wikidata.org/entity/Q2978960;;;http://legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000030591308;Auvergne>Puy-de-Dôme>Clermont-Ferrand;63113;Clermont-Ferrand;UU63701;Clermont-Ferrand;D063;Puy-de-Dôme;A06;Clermont-Ferrand;R83;Auvergne;;9 RUE KESSLER;;10448;63012;CLERMONT FERRAND CEDEX 1;;;;;;;;;;;;;;;;;;;;;;;;;;;Non_Opérateur_LOLF_2014;;150;;;;;
0512141A;Université de Champagne;;Communauté d'universités et établissements;Public;;49.2558, 4.0402;http://www.wikidata.org/entity/Q3551780;;;"http://www.legifrance.gouv.fr/affichTexte.do;jsessionid=F18DE2F554B8752B69F9A6943B2431EF.tpdila08v_1?cidTexte=JORFTEXT000030617011&dateTexte=&oldAction=rechJO&categorieLien=id&idJO=JORFCONT000030616999";Champagne-Ardenne>Marne>Reims;51454;Reims;UU51701;Reims;D051;Marne;A19;Reims;R21;Champagne-Ardenne;UNIVERSITE DE REIMS - VILLA DOUC;9 BOULEVARD DE LA PAIX;;;51097;REIMS CEDEX;;0326913955;;;;EPCSCP;Établissement public à caractère scientifique, culturel et professionnel;;;;;;;;;;;;;;;;;;;;Non_Opérateur_LOLF_2014;;150;;;;;
0596870X;Université Lille Nord de France;;Communauté d'universités et établissements;Public;http://www.univ-lille-nord-de-france.fr/;50.6312, 3.07467;http://www.wikidata.org/entity/Q1322289;;;http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000031107554;Nord-Pas-de-Calais>Nord>Lille;59350;Lille;UU59702;Lille;D059;Nord;A09;Lille;R31;Nord-Pas-de-Calais;BATIMENT DEBEYRE;1 RUE DU PROFESSEUR CALMETTE;;;59000;LILLE;;;;;http://www.freebase.com/m/043qfrc;EPCSCP;Établissement public à caractère scientifique, culturel et professionnel;;;;https://twitter.com/univ_lille;;;;;;;;;;;;;;;;Non_Opérateur_LOLF_2014;;150;;;;;
0590348H;Hautes études d'ingénieur;HEI;Autre établissement;Privé;http://www.hei.fr/;50.633772, 3.045047;http://www.wikidata.org/entity/Q3128626;;;http://www.enseignementsup-recherche.gouv.fr/pid20536/bulletin-officiel.html?cid_bo=91459&cbo=1;Nord-Pas-de-Calais>Nord>Lille;59350;Lille;UU59702;Lille;D059;Nord;A09;Lille;R31;Nord-Pas-de-Calais;;13 RUE DE TOUL;;;59046;LILLE CEDEX;;0328384858;78370699700013;FR0120;;Association;Association;EESPIG;Établissement d’enseignement supérieur privé d’intérêt général;https://www.facebook.com/hautesetudesingenieur;https://twitter.com/EcoleHEI;;;;;;;;http://ecolehei.tumblr.com/;;;;https://www.youtube.com/user/EcoleHEI;https://plus.google.com/109493277889524853533;;;Non_Opérateur_LOLF_2014;;;;;;;
0951214D;École supérieure des sciences économiques et commerciales;Essec;Autre établissement;Privé;http://www.essec.fr/;49.03397, 2.078427;http://www.wikidata.org/entity/Q273642;;;http://www.enseignementsup-recherche.gouv.fr/pid20536/bulletin-officiel.html?cid_bo=91459&cbo=1;Île-de-France>Versailles>Val-d'Oise>Cergy;95127;Cergy;UU00851;Paris;D095;Val-d'Oise;A25;Versailles;R11;Île-de-France;;AVENUE BERNARD HIRSCH;;105;95021;CERGY PONTOISE CEDEX;;0134433000;77566395800046;;;Association;Association;EESPIG;Établissement d’enseignement supérieur privé d’intérêt général;https://www.facebook.com/essec;https://twitter.com/essec;;;https://www.linkedin.com/company/essec-business-school;;;;;;;;;https://www.youtube.com/user/essec;https://plus.google.com/u/0/100095244937839380706/posts;http://www.essec.fr/vie-etudiante/essec-talk.html;;Non_Opérateur_LOLF_2014;;;;;;;
